# t    gps_x  gps_y  gps_z    eso_x  eso_y  eso_z    eso_vx eso_vy eso_vz   eso_roll eso_pitch eso_yaw   imu_roll imu_pitch imu_yaw   target_x target_y target_z   m1 m2 m3 m4
1.000	0.0000	0.0000	0.0200	0.0000	-0.0000	0.1193	0.0000	-0.0000	-0.0166	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00	0.00	0.00	0.00
1.008	0.0000	0.0000	0.0200	0.0000	-0.0000	0.1060	0.0000	-0.0000	-0.0311	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0013	56.10	56.10	56.10	56.10
1.016	0.0000	0.0000	0.0200	0.0000	-0.0000	0.0943	0.0000	-0.0000	-0.0437	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0027	55.18	55.18	55.19	55.18
1.024	0.0000	0.0000	0.0200	0.0000	-0.0000	0.0841	0.0000	-0.0000	-0.0545	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0040	54.38	54.38	54.38	54.38
1.032	0.0000	0.0000	0.0200	0.0000	-0.0000	0.0752	0.0000	-0.0000	-0.0639	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0053	53.68	53.68	53.68	53.68
1.040	0.0000	0.0000	0.0200	0.0000	-0.0000	0.0674	0.0000	-0.0000	-0.0721	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0067	53.07	53.07	53.07	53.07
1.048	0.0000	0.0000	0.0200	0.0000	-0.0000	0.0606	0.0000	-0.0000	-0.0791	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0080	52.54	52.54	52.54	52.54
1.056	0.0000	0.0000	0.0200	0.0000	-0.0000	0.0547	0.0000	-0.0000	-0.0851	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0093	52.07	52.07	52.08	52.07
1.064	0.0000	0.0000	0.0200	0.0000	-0.0000	0.0495	0.0000	-0.0000	-0.0903	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0107	51.67	51.67	51.67	51.67
1.072	0.0000	0.0000	0.0200	0.0000	-0.0000	0.0449	0.0001	-0.0001	-0.0947	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0120	51.32	51.32	51.32	51.32
